TEAM_ID,TEAM_NAME,GROUP_ID,GROUP_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,PLAYER_NAMES,PTS_PER_MIN,AST_PER_MIN,TOV_PER_MIN,PACE
1610612738,Boston Celtics,-1628401-1629014-1629674-1630573-1642864-,D. White - A. Simons - N. Queta - S. Hauser - H. González,12,9,3,0.75,46.705,48,89,0.539,21,40,0.525,9,10,0.9,13,30,43,29,7.0,9,7,126,44.0,"['D. White', 'A. Simons', 'N. Queta', 'S. Hauser', 'H. González']",2.6977839631731078,0.620918531206509,0.14987688684295045,90.0
1610612747,Los Angeles Lakers,-1629020-1629029-1629060-1629216-1629637-,J. Vanderbilt - L. Dončić - R. Hachimura - G. Vincent - J. Hayes,9,6,3,0.667,46.575,47,81,0.58,21,44,0.477,18,29,0.621,5,31,36,29,15.0,11,4,133,12.0,"['J. Vanderbilt', 'L. Dončić', 'R. Hachimura', 'G. Vincent', 'J. Hayes']",2.8556092324208264,0.6226516371443908,0.322061191626409,106.93462157809984
1610612744,Golden State Warriors,-201939-203110-1627780-1630541-1641764-,S. Curry - D. Green - G. Payton II - M. Moody - B. Podziemski,13,9,4,0.692,46.516667,52,90,0.578,15,39,0.385,7,9,0.778,10,31,41,39,19.0,8,7,126,-15.0,"['S. Curry', 'D. Green', 'G. Payton II', 'M. Moody', 'B. Podziemski']",2.708706537379387,0.838409166331715,0.4084557477000663,106.24320955755493
1610612745,Houston Rockets,-201142-1627827-1631095-1631106-1641708-,K. Durant - D. Finney-Smith - J. Smith Jr. - T. Eason - A. Thompson,16,8,8,0.5,46.493333,33,94,0.351,9,39,0.231,15,15,1.0,24,31,55,15,12.0,5,2,90,-13.0,"['K. Durant', 'D. Finney', 'Smith', 'J. Smith Jr.', 'T. Eason', 'A. Thompson']",1.9357614133622125,0.32262690222703544,0.2581015217816284,91.47117931940907
1610612757,Portland Trail Blazers,-201950-203924-1630166-1631101-1641739-,J. Holiday - J. Grant - D. Avdija - S. Sharpe - T. Camara,12,5,7,0.417,46.48,49,84,0.583,15,34,0.441,30,39,0.769,9,18,27,29,14.0,6,7,143,17.0,"['J. Holiday', 'J. Grant', 'D. Avdija', 'S. Sharpe', 'T. Camara']",3.076592082616179,0.6239242685025818,0.30120481927710846,109.63166953528398
1610612740,New Orleans Pelicans,-1630180-1630529-1630530-1630631-1642852-,S. Bey - H. Jones - T. Murphy III - J. Alvarado - D. Queen,10,4,6,0.4,46.406667,37,71,0.521,8,20,0.4,33,35,0.943,3,33,36,23,9.0,8,6,115,18.0,"['S. Bey', 'H. Jones', 'T. Murphy III', 'J. Alvarado', 'D. Queen']",2.4780922103283136,0.4956184420656627,0.1939376512430854,95.5724745325925
1610612742,Dallas Mavericks,-203939-1628997-1630230-1631108-1642843-,D. Powell - C. Martin - N. Marshall - M. Christie - C. Flagg,6,4,2,0.667,46.32,44,86,0.512,15,37,0.405,9,14,0.643,5,41,46,29,12.0,9,4,112,26.0,"['D. Powell', 'C. Martin', 'N. Marshall', 'M. Christie', 'C. Flagg']",2.4179620034542313,0.6260794473229706,0.25906735751295334,102.75647668393783
1610612743,Denver Nuggets,-203932-1627750-1629618-1631212-1642461-,A. Gordon - J. Murray - J. Pickett - P. Watson - S. Jones,5,4,1,0.8,46.25,37,82,0.451,17,40,0.425,19,21,0.905,1,29,30,25,5.0,7,1,110,5.0,"['A. Gordon', 'J. Murray', 'J. Pickett', 'P. Watson', 'S. Jones']",2.3783783783783785,0.5405405405405406,0.10810810810810811,98.84367567567568
1610612738,Boston Celtics,-1628401-1629674-1630202-1630573-1641775-,D. White - N. Queta - P. Pritchard - S. Hauser - J. Walsh,9,6,3,0.667,46.193333,43,78,0.551,14,33,0.424,17,21,0.81,8,33,41,29,7.0,11,4,117,28.0,"['D. White', 'N. Queta', 'P. Pritchard', 'S. Hauser', 'J. Walsh']",2.5328330389149447,0.6277962233207982,0.15153701942226164,90.0
1610612761,Toronto Raptors,-1629628-1630193-1630567-1630572-1641711-,R. Barrett - I. Quickley - S. Barnes - S. Mamukelashvili - G. Dick,15,10,5,0.667,46.136667,43,84,0.512,10,35,0.286,26,31,0.839,4,37,41,28,7.0,9,5,122,31.0,"['R. Barrett', 'I. Quickley', 'S. Barnes', 'S. Mamukelashvili', 'G. Dick']",2.6443175880043523,0.6068925611813267,0.15172314029533168,104.70457261249496
1610612754,Indiana Pacers,-1627783-1629614-1630543-1631097-1641767-,P. Siakam - A. Nembhard - I. Jackson - B. Mathurin - B. Sheppard,7,2,5,0.286,46.083333,34,82,0.415,7,29,0.241,29,37,0.784,13,25,38,12,9.0,6,6,104,-14.0,"['P. Siakam', 'A. Nembhard', 'I. Jackson', 'B. Mathurin', 'B. Sheppard']",2.256781209813969,0.2603978319016118,0.19529837392620883,98.20123036673584
1610612753,Orlando Magic,-1629048-1630217-1631094-1641710-1641783-,G. Bitadze - D. Bane - P. Banchero - A. Black - T. da Silva,13,5,8,0.385,46.033333,39,82,0.476,9,29,0.31,18,23,0.783,7,33,40,23,13.0,6,6,105,-19.0,"['G. Bitadze', 'D. Bane', 'P. Banchero', 'A. Black', 'T. da Silva']",2.280955845626038,0.49963794713713217,0.2824040570775095,102.31194860472087
1610612753,Orlando Magic,-1629048-1630217-1630591-1631094-1641783-,G. Bitadze - D. Bane - J. Suggs - P. Banchero - T. da Silva,11,6,5,0.545,46.006667,46,83,0.554,13,29,0.448,25,28,0.893,5,25,30,35,12.0,13,8,130,19.0,"['G. Bitadze', 'D. Bane', 'J. Suggs', 'P. Banchero', 'T. da Silva']",2.8256774175795,0.7607593047329423,0.2608317616227231,106.75322339694809
1610612762,Utah Jazz,-1641718-1642262-1642268-1642271-1642846-,K. George - C. Williams - I. Collier - K. Filipowski - A. Bailey,7,0,7,0.0,45.966667,39,100,0.39,5,32,0.156,12,14,0.857,17,32,49,28,13.0,10,7,95,-38.0,"['K. George', 'C. Williams', 'I. Collier', 'K. Filipowski', 'A. Bailey']",2.0667149958903916,0.6091370514203259,0.2828136310165799,106.67904201102942
1610612740,New Orleans Pelicans,-1629627-1630529-1630530-1642274-1642847-,Z. Williamson - H. Jones - T. Murphy III - Y. Missi - J. Fears,11,2,9,0.182,45.881667,44,84,0.524,18,34,0.529,16,24,0.667,17,29,46,32,17.0,12,5,122,23.0,"['Z. Williamson', 'H. Jones', 'T. Murphy III', 'Y. Missi', 'J. Fears']",2.659014111235322,0.6974463242584451,0.37051835976229897,98.92578663281785
1610612750,Minnesota Timberwolves,-201144-203944-1628978-1629675-1630183-,M. Conley - J. Randle - D. DiVincenzo - N. Reid - J. McDaniels,16,10,6,0.625,45.746667,48,83,0.578,22,42,0.524,10,15,0.667,6,37,43,40,13.0,6,1,128,18.0,"['M. Conley', 'J. Randle', 'D. DiVincenzo', 'N. Reid', 'J. McDaniels']",2.7980180501455982,0.8743806406704995,0.2841737082179123,101.3582038665243
1610612738,Boston Celtics,-1627759-1628401-1630202-1630568-1630573-,J. Brown - D. White - P. Pritchard - L. Garza - S. Hauser,20,10,10,0.5,45.725,40,91,0.44,15,46,0.326,19,23,0.826,12,39,51,21,14.0,4,6,114,19.0,"['J. Brown', 'D. White', 'P. Pritchard', 'L. Garza', 'S. Hauser']",2.4931656642974303,0.4592673592126845,0.306178239475123,108.25062875888464
1610612755,Philadelphia 76ers,-1626162-1630178-1631230-1641737-1642845-,K. Oubre Jr. - T. Maxey - D. Barlow - A. Bona - V. Edgecombe,13,6,7,0.462,45.696667,32,80,0.4,8,34,0.235,19,22,0.864,11,30,41,14,16.0,9,4,91,-12.0,"['K. Oubre Jr.', 'T. Maxey', 'D. Barlow', 'A. Bona', 'V. Edgecombe']",1.991392501339321,0.3063680771291263,0.35013494529043004,99.45232986029376
1610612743,Denver Nuggets,-203501-203999-1627750-1629661-1642461-,T. Hardaway Jr. - N. Jokić - J. Murray - C. Johnson - S. Jones,8,6,2,0.75,45.618333,38,81,0.469,14,35,0.4,19,23,0.826,7,25,32,21,8.0,8,1,109,10.0,"['T. Hardaway Jr.', 'N. Jokić', 'J. Murray', 'C. Johnson', 'S. Jones']",2.3893902479952525,0.4603412404394523,0.17536809159598182,96.92945158693107
1610612755,Philadelphia 76ers,-1629656-1630178-1631230-1641737-1642845-,Q. Grimes - T. Maxey - D. Barlow - A. Bona - V. Edgecombe,12,6,6,0.5,45.5,42,80,0.525,10,26,0.385,27,33,0.818,11,36,47,22,15.0,7,10,121,37.0,"['Q. Grimes', 'T. Maxey', 'D. Barlow', 'A. Bona', 'V. Edgecombe']",2.659340659340659,0.4835164835164835,0.32967032967032966,103.93318681318681
1610612752,New York Knicks,-1626157-1628384-1628404-1628973-1629013-,K. Towns - O. Anunoby - J. Hart - J. Brunson - L. Shamet,18,12,6,0.667,45.345,42,91,0.462,16,42,0.381,17,19,0.895,12,28,40,29,11.0,7,3,117,-11.0,"['K. Towns', 'O. Anunoby', 'J. Hart', 'J. Brunson', 'L. Shamet']",2.5802183261660603,0.6395412945197927,0.24258462895578345,104.11908699966921
1610612759,San Antonio Spurs,-203084-1628368-1630170-1630577-1641705-,H. Barnes - D. Fox - D. Vassell - J. Champagnie - V. Wembanyama,10,7,3,0.7,45.266667,42,83,0.506,11,38,0.289,11,14,0.786,9,38,47,29,12.0,8,4,106,19.0,"['H. Barnes', 'D. Fox', 'D. Vassell', 'J. Champagnie', 'V. Wembanyama']",2.3416789223734984,0.6406480070644477,0.26509572706115075,97.7248888238226
1610612746,Los Angeles Clippers,-201572-201587-201935-1641757-1642920-,B. Lopez - N. Batum - J. Harden - J. Miller - K. Sanders,12,8,4,0.667,45.213333,35,76,0.461,14,44,0.318,24,30,0.8,5,24,29,17,11.0,5,3,108,-19.0,"['B. Lopez', 'N. Batum', 'J. Harden', 'J. Miller', 'K. Sanders']",2.388675924422559,0.3759952843998473,0.24329106637637177,101.06753244667894
1610612755,Philadelphia 76ers,-203083-1629656-1630178-1631230-1642845-,A. Drummond - Q. Grimes - T. Maxey - D. Barlow - V. Edgecombe,12,7,5,0.583,45.173333,36,98,0.367,7,36,0.194,11,16,0.688,16,36,52,16,12.0,12,5,90,-3.0,"['A. Drummond', 'Q. Grimes', 'T. Maxey', 'D. Barlow', 'V. Edgecombe']",1.9923258706635616,0.3541912658957443,0.26564344942180823,107.362456518318
1610612766,Charlotte Hornets,-1629684-1630163-1641706-1641750-1642851-,G. Williams - L. Ball - B. Miller - R. Kalkbrenner - K. Knueppel,14,8,6,0.571,45.106667,42,87,0.483,23,51,0.451,17,20,0.85,16,30,46,34,22.0,6,6,124,17.0,"['G. Williams', 'L. Ball', 'B. Miller', 'R. Kalkbrenner', 'K. Knueppel']",2.7490392939030497,0.7537688386508362,0.4877327779505411,108.32988391716017
1610612757,Portland Trail Blazers,-201950-1631101-1631321-1641739-1642270-,J. Holiday - S. Sharpe - S. Cissoko - T. Camara - D. Clingan,7,3,4,0.429,44.898333,37,93,0.398,16,54,0.296,14,21,0.667,18,35,53,21,14.0,4,3,104,-3.0,"['J. Holiday', 'S. Sharpe', 'S. Cissoko', 'T. Camara', 'D. Clingan']",2.3163443506911494,0.4677233785049436,0.31181558566996237,105.02661646703007
1610612749,Milwaukee Bucks,-203507-1626171-1629645-1631157-1631260-,G. Antetokounmpo - B. Portis - K. Porter Jr. - R. Rollins - A. Green,9,4,5,0.444,44.811667,46,86,0.535,13,31,0.419,8,12,0.667,7,41,48,30,12.0,9,5,113,31.0,"['G. Antetokounmpo', 'B. Portis', 'K. Porter Jr.', 'R. Rollins', 'A. Green']",2.5216647262865717,0.6694685114035146,0.2677874045614059,103.13028524468862
1610612755,Philadelphia 76ers,-202331-203954-1629656-1630178-1642845-,P. George - J. Embiid - Q. Grimes - T. Maxey - V. Edgecombe,11,6,5,0.545,44.621667,30,86,0.349,11,36,0.306,12,13,0.923,13,25,38,20,12.0,8,7,83,0.0,"['P. George', 'J. Embiid', 'Q. Grimes', 'T. Maxey', 'V. Edgecombe']",1.860082905463841,0.44821274830454,0.26892764898272403,97.5884652628509
1610612748,Miami Heat,-203952-1628389-1630558-1631170-1641796-,A. Wiggins - B. Adebayo - D. Mitchell - J. Jaquez Jr. - P. Larsson,10,4,6,0.4,44.371667,47,91,0.516,9,29,0.31,19,25,0.76,10,24,34,28,7.0,9,1,122,31.0,"['A. Wiggins', 'B. Adebayo', 'D. Mitchell', 'J. Jaquez Jr.', 'P. Larsson']",2.7495022893775887,0.6310333123161679,0.15775832807904197,107.0953678616582
1610612754,Indiana Pacers,-1627783-1629614-1630643-1631097-1631245-,P. Siakam - A. Nembhard - J. Huff - B. Mathurin - Q. Jackson,4,0,4,0.0,44.366667,38,86,0.442,12,39,0.308,15,20,0.75,9,34,43,25,8.0,7,5,103,8.0,"['P. Siakam', 'A. Nembhard', 'J. Huff', 'B. Mathurin', 'Q. Jackson']",2.321562717343631,0.5634860964426289,0.18031555086164125,101.48159202493169
1610612745,Houston Rockets,-201142-203991-1631106-1641708-1642263-,K. Durant - C. Capela - T. Eason - A. Thompson - R. Sheppard,21,11,10,0.524,43.976667,35,82,0.427,12,34,0.353,28,36,0.778,22,30,52,25,12.0,7,10,110,3.0,"['K. Durant', 'C. Capela', 'T. Eason', 'A. Thompson', 'R. Sheppard']",2.5013264420425494,0.5684832822823976,0.27287197549555087,95.87629731011677
1610612744,Golden State Warriors,-201939-202710-203110-1630228-1642366-,S. Curry - J. Butler III - D. Green - J. Kuminga - Q. Post,5,2,3,0.4,43.933333,40,73,0.548,16,36,0.444,19,21,0.905,3,34,37,32,11.0,9,4,115,14.0,"['S. Curry', 'J. Butler III', 'D. Green', 'J. Kuminga', 'Q. Post']",2.617602447781506,0.7283763332957234,0.2503793645704049,98.59302047490908
1610612756,Phoenix Suns,-1626220-1630692-1631221-1642345-1642346-,R. O'Neale - J. Goodwin - C. Gillespie - O. Ighodaro - R. Dunn,14,8,6,0.571,43.906667,45,78,0.577,20,40,0.5,1,3,0.333,7,27,34,31,16.0,8,4,111,5.0,"[""R. O'Neale"", 'J. Goodwin', 'C. Gillespie', 'O. Ighodaro', 'R. Dunn']",2.5280898684475415,0.7060431164132773,0.3644093504068528,96.5539014837997
1610612764,Washington Wizards,-1630551-1641731-1642259-1642267-1642273-,J. Champagnie - B. Coulibaly - A. Sarr - B. Carrington - K. George,11,2,9,0.182,43.793333,44,92,0.478,20,40,0.5,9,12,0.75,14,31,45,29,15.0,7,5,117,4.0,"['J. Champagnie', 'B. Coulibaly', 'A. Sarr', 'B. Carrington', 'K. George']",2.671639539287864,0.6622012533277611,0.34251788965229024,107.72050622408669
1610612748,Miami Heat,-1630696-1631107-1631170-1631323-1642276-,D. Smith - N. Jović - J. Jaquez Jr. - S. Fontecchio - K. Ware,7,4,3,0.571,43.65,41,74,0.554,14,29,0.483,14,16,0.875,7,29,36,29,19.0,6,5,110,-9.0,"['D. Smith', 'N. Jović', 'J. Jaquez Jr.', 'S. Fontecchio', 'K. Ware']",2.520045819014891,0.6643757159221076,0.4352806414662085,102.31202749140894
1610612742,Dallas Mavericks,-1629655-1630230-1630314-1631108-1642843-,D. Gafford - N. Marshall - B. Williams - M. Christie - C. Flagg,13,3,10,0.231,43.546667,36,90,0.4,7,30,0.233,14,17,0.824,10,37,47,26,13.0,5,5,93,-20.0,"['D. Gafford', 'N. Marshall', 'B. Williams', 'M. Christie', 'C. Flagg']",2.1356399101680963,0.5970606200469947,0.29853031002349734,110.0
1610612762,Utah Jazz,-201567-1641718-1641729-1642268-1642271-,K. Love - K. George - B. Sensabaugh - I. Collier - K. Filipowski,11,5,6,0.455,43.375,39,95,0.411,14,46,0.304,21,27,0.778,16,32,48,28,6.0,6,4,113,-11.0,"['K. Love', 'K. George', 'B. Sensabaugh', 'I. Collier', 'K. Filipowski']",2.605187319884726,0.6455331412103746,0.138328530259366,107.210144092219
1610612765,Detroit Pistons,-202699-1629130-1630194-1641709-1642450-,T. Harris - D. Robinson - P. Reed - A. Thompson - D. Jenkins,13,12,1,0.923,43.295,43,83,0.518,12,26,0.462,10,15,0.667,15,29,44,32,13.0,9,2,108,1.0,"['T. Harris', 'D. Robinson', 'P. Reed', 'A. Thompson', 'D. Jenkins']",2.494514378103707,0.7391153712899873,0.30026561958655734,97.11975978750431
1610612763,Memphis Grizzlies,-1628991-1629723-1631246-1641744-1642907-,J. Jackson Jr. - J. Konchar - V. Williams Jr. - Z. Edey - C. Coward,7,5,2,0.714,43.1,33,81,0.407,6,26,0.231,6,8,0.75,13,45,58,23,20.0,4,5,78,10.0,"['J. Jackson Jr.', 'J. Konchar', 'V. Williams Jr.', 'Z. Edey', 'C. Coward']",1.8097447795823665,0.5336426914153132,0.46403712296983757,101.92482598607887
1610612764,Washington Wizards,-1628963-1630551-1642267-1642848-1642860-,M. Bagley III - J. Champagnie - B. Carrington - T. Johnson - W. Riley,9,5,4,0.556,42.995,48,90,0.533,13,32,0.406,12,15,0.8,12,30,42,29,10.0,5,2,121,12.0,"['M. Bagley III', 'J. Champagnie', 'B. Carrington', 'T. Johnson', 'W. Riley']",2.814280730317479,0.6744970345388999,0.2325851843237586,105.61228049773231
1610612737,Atlanta Hawks,-1628379-1630168-1630249-1630700-1631243-,L. Kennard - O. Okongwu - V. Krejčí - D. Daniels - M. Gueye,14,8,6,0.571,42.973333,34,79,0.43,14,41,0.341,7,11,0.636,10,20,30,28,16.0,8,3,89,-16.0,"['L. Kennard', 'O. Okongwu', 'V. Krejčí', 'D. Daniels', 'M. Gueye']",2.071051831143747,0.651566868224999,0.3723239246999994,100.34874418514386
1610612757,Portland Trail Blazers,-201950-203924-1631200-1641739-1642270-,J. Holiday - J. Grant - K. Murray - T. Camara - D. Clingan,8,2,6,0.25,42.666667,35,77,0.455,9,28,0.321,8,9,0.889,7,35,42,20,17.0,6,3,87,-14.0,"['J. Holiday', 'J. Grant', 'K. Murray', 'T. Camara', 'D. Clingan']",2.0390624840698246,0.46874999633789066,0.3984374968872071,102.3299992005469
1610612737,Atlanta Hawks,-1629638-1630552-1630700-1631243-1642258-,N. Alexander-Walker - J. Johnson - D. Daniels - M. Gueye - Z. Risacher,10,7,3,0.7,42.633333,40,89,0.449,8,32,0.25,11,14,0.786,7,32,39,26,14.0,9,6,99,0.0,"['N. Alexander', 'Walker', 'J. Johnson', 'D. Daniels', 'M. Gueye', 'Z. Risacher']",2.32212667961006,0.6098514512107228,0.3283815506519277,110.0
1610612737,Atlanta Hawks,-1629027-1630168-1630552-1630700-1642258-,T. Young - O. Okongwu - J. Johnson - D. Daniels - Z. Risacher,5,0,5,0.0,42.166667,41,76,0.539,10,27,0.37,19,24,0.792,5,21,26,32,13.0,6,3,111,-22.0,"['T. Young', 'O. Okongwu', 'J. Johnson', 'D. Daniels', 'Z. Risacher']",2.6324110463841026,0.7588932746332548,0.30830039281975974,107.64142207398086
1610612765,Detroit Pistons,-202699-1629130-1630595-1631105-1631204-,T. Harris - D. Robinson - C. Cunningham - J. Duren - M. Sasser,3,2,1,0.667,42.133333,48,78,0.615,12,26,0.462,15,19,0.789,5,27,32,36,4.0,6,4,123,32.0,"['T. Harris', 'D. Robinson', 'C. Cunningham', 'J. Duren', 'M. Sasser']",2.9193038205641124,0.8544303865065696,0.09493670961184106,97.24557038960104
1610612738,Boston Celtics,-1627759-1628401-1629014-1630568-1630573-,J. Brown - D. White - A. Simons - L. Garza - S. Hauser,16,8,8,0.5,42.116667,43,92,0.467,17,49,0.347,9,12,0.75,13,30,43,29,5.0,4,4,112,13.0,"['J. Brown', 'D. White', 'A. Simons', 'L. Garza', 'S. Hauser']",2.6592797573464204,0.6885635085986268,0.11871784631010807,101.75164145823788
1610612747,Los Angeles Lakers,-2544-1629028-1629060-1630559-1631222-,L. James - D. Ayton - R. Hachimura - A. Reaves - J. LaRavia,6,5,1,0.833,42.033333,32,70,0.457,5,23,0.217,18,23,0.783,7,32,39,20,10.0,2,5,87,-5.0,"['L. James', 'D. Ayton', 'R. Hachimura', 'A. Reaves', 'J. LaRavia']",2.0697859006327195,0.4758128507201654,0.2379064253600827,94.91895396446435
1610612744,Golden State Warriors,-203110-204001-1629001-1630611-1641764-,D. Green - K. Porziņģis - D. Melton - G. Santos - B. Podziemski,6,1,5,0.167,41.908333,38,71,0.535,16,41,0.39,11,15,0.733,4,35,39,31,13.0,5,4,103,12.0,"['D. Green', 'K. Porziņģis', 'D. Melton', 'G. Santos', 'B. Podziemski']",2.4577450980930213,0.7397096897173171,0.31020083762339107,99.18791091022396
1610612755,Philadelphia 76ers,-203954-1626162-1630178-1631133-1642845-,J. Embiid - K. Oubre Jr. - T. Maxey - J. Walker - V. Edgecombe,8,5,3,0.625,41.816667,40,71,0.563,12,26,0.462,19,24,0.792,6,22,28,24,14.0,9,5,111,18.0,"['J. Embiid', 'K. Oubre Jr.', 'T. Maxey', 'J. Walker', 'V. Edgecombe']",2.6544439804348823,0.5739338336075421,0.33479473627106626,102.80302827578294
1610612743,Denver Nuggets,-203999-1627750-1629661-1631128-1642461-,N. Jokić - J. Murray - C. Johnson - C. Braun - S. Jones,5,3,2,0.6,41.746667,40,83,0.482,11,36,0.306,17,20,0.85,6,31,37,27,9.0,6,4,108,-17.0,"['N. Jokić', 'J. Murray', 'C. Johnson', 'C. Braun', 'S. Jones']",2.5870328761814685,0.6467582190453671,0.21558607301512236,109.00031851644587
1610612743,Denver Nuggets,-202685-203501-1628971-1629661-1630192-,J. Valančiūnas - T. Hardaway Jr. - B. Brown - C. Johnson - Z. Nnaji,9,6,3,0.667,41.716667,40,76,0.526,7,22,0.318,13,15,0.867,14,31,45,22,15.0,4,4,100,-10.0,"['J. Valančiūnas', 'T. Hardaway Jr.', 'B. Brown', 'C. Johnson', 'Z. Nnaji']",2.397123432703768,0.5273671551948289,0.3595685149055652,96.19176910753677
1610612738,Boston Celtics,-1627759-1630202-1630568-1631248-1642864-,J. Brown - P. Pritchard - L. Garza - B. Scheierman - H. González,11,9,2,0.818,41.715,38,82,0.463,18,38,0.474,19,24,0.792,15,26,41,25,14.0,5,1,113,13.0,"['J. Brown', 'P. Pritchard', 'L. Garza', 'B. Scheierman', 'H. González']",2.7088577250389547,0.5993048064245474,0.3356106915977466,105.35490830636462
1610612740,New Orleans Pelicans,-1629627-1630180-1630530-1642274-1642847-,Z. Williamson - S. Bey - T. Murphy III - Y. Missi - J. Fears,15,5,10,0.333,41.49,41,82,0.5,10,28,0.357,15,17,0.882,17,24,41,20,19.0,5,6,107,-11.0,"['Z. Williamson', 'S. Bey', 'T. Murphy III', 'Y. Missi', 'J. Fears']",2.578934683056158,0.4820438659918052,0.457941672692215,105.83369486623285
1610612756,Phoenix Suns,-1626164-1630224-1630692-1631221-1642345-,D. Booker - J. Green - J. Goodwin - C. Gillespie - O. Ighodaro,4,1,3,0.25,41.443333,35,77,0.455,15,37,0.405,10,13,0.769,10,23,33,26,11.0,10,4,95,5.0,"['D. Booker', 'J. Green', 'J. Goodwin', 'C. Gillespie', 'O. Ighodaro']",2.292286674915842,0.6273626689243358,0.26542266762183436,96.96517410894532
1610612752,New York Knicks,-1628404-1628969-1628973-1629011-1630540-,J. Hart - M. Bridges - J. Brunson - M. Robinson - M. McBride,11,8,3,0.727,41.425,47,94,0.5,15,43,0.349,1,2,0.5,23,28,51,26,11.0,12,3,110,23.0,"['J. Hart', 'M. Bridges', 'J. Brunson', 'M. Robinson', 'M. McBride']",2.655401327700664,0.627640313820157,0.2655401327700664,96.03476161738081
1610612750,Minnesota Timberwolves,-201144-203497-203944-1628978-1630245-,M. Conley - R. Gobert - J. Randle - D. DiVincenzo - A. Dosunmu,4,2,2,0.5,41.316667,33,73,0.452,17,45,0.378,12,16,0.75,11,21,32,20,18.0,11,4,95,-5.0,"['M. Conley', 'R. Gobert', 'J. Randle', 'D. DiVincenzo', 'A. Dosunmu']",2.2993142210624105,0.4840661518026127,0.4356595366223514,101.11948284695859
1610612743,Denver Nuggets,-203999-1627750-1628971-1631212-1642461-,N. Jokić - J. Murray - B. Brown - P. Watson - S. Jones,8,5,3,0.625,41.096667,30,60,0.5,8,20,0.4,35,41,0.854,5,31,36,19,14.0,10,6,103,-1.0,"['N. Jokić', 'J. Murray', 'B. Brown', 'P. Watson', 'S. Jones']",2.5062859720473196,0.4623245967854279,0.3406602292103153,101.66079891588288
1610612764,Washington Wizards,-1630264-1630551-1642267-1642364-1642860-,A. Gill - J. Champagnie - B. Carrington - J. Watkins - W. Riley,7,1,6,0.143,41.065,34,71,0.479,12,31,0.387,17,22,0.773,3,22,25,19,15.0,11,3,97,-12.0,"['A. Gill', 'J. Champagnie', 'B. Carrington', 'J. Watkins', 'W. Riley']",2.362108851820285,0.4626811153050043,0.36527456471447706,108.33166930476074
1610612742,Dallas Mavericks,-1629023-1630230-1631108-1642843-1642948-,P. Washington - N. Marshall - M. Christie - C. Flagg - R. Nembhard,6,1,5,0.167,41.036667,41,80,0.513,15,32,0.469,9,12,0.75,9,33,42,30,13.0,6,1,106,-7.0,"['P. Washington', 'N. Marshall', 'M. Christie', 'C. Flagg', 'R. Nembhard']",2.583055782771052,0.7310535234257695,0.3167898601511667,104.42953371432432
1610612750,Minnesota Timberwolves,-201144-203944-1629675-1630162-1630183-,M. Conley - J. Randle - N. Reid - A. Edwards - J. McDaniels,20,8,12,0.4,40.936667,25,74,0.338,6,31,0.194,15,17,0.882,5,24,29,14,12.0,8,7,71,-33.0,"['M. Conley', 'J. Randle', 'N. Reid', 'A. Edwards', 'J. McDaniels']",1.7343864364922528,0.3419916917026977,0.2931357357451695,103.7465995949304
1610612764,Washington Wizards,-1630264-1641778-1642364-1642860-1642882-,A. Gill - L. Black - J. Watkins - W. Riley - J. Reese,5,1,4,0.2,40.883333,32,75,0.427,10,28,0.357,10,21,0.476,10,23,33,17,16.0,8,4,84,-33.0,"['A. Gill', 'L. Black', 'J. Watkins', 'W. Riley', 'J. Reese']",2.054627004114366,0.4158173698802884,0.3913575245932126,105.9483090578745
1610612742,Dallas Mavericks,-203939-1630230-1631108-1642843-1642948-,D. Powell - N. Marshall - M. Christie - C. Flagg - R. Nembhard,12,8,4,0.667,40.845,42,73,0.575,14,28,0.5,10,12,0.833,5,25,30,23,12.0,8,3,108,10.0,"['D. Powell', 'N. Marshall', 'M. Christie', 'C. Flagg', 'R. Nembhard']",2.6441424899008448,0.5631044191455503,0.29379360998898274,100.21887623944178
1610612761,Toronto Raptors,-1627742-1627751-1629628-1630567-1642347-,B. Ingram - J. Poeltl - R. Barrett - S. Barnes - J. Shead,17,11,6,0.647,40.8,32,69,0.464,4,16,0.25,8,13,0.615,10,16,26,22,10.0,7,2,76,-48.0,"['B. Ingram', 'J. Poeltl', 'R. Barrett', 'S. Barnes', 'J. Shead']",1.8627450980392157,0.5392156862745099,0.2450980392156863,90.0
1610612743,Denver Nuggets,-203501-203999-1627750-1629661-1631212-,T. Hardaway Jr. - N. Jokić - J. Murray - C. Johnson - P. Watson,11,9,2,0.818,40.665,42,73,0.575,17,28,0.607,22,29,0.759,7,23,30,26,12.0,6,2,123,30.0,"['T. Hardaway Jr.', 'N. Jokić', 'J. Murray', 'C. Johnson', 'P. Watson']",3.0247141276281817,0.6393704660027051,0.2950940612320177,107.13094798967172
1610612761,Toronto Raptors,-1627742-1627751-1629628-1630567-1642266-,B. Ingram - J. Poeltl - R. Barrett - S. Barnes - J. Walter,5,2,3,0.4,40.566667,37,75,0.493,8,23,0.348,13,21,0.619,7,25,32,29,7.0,7,6,95,-3.0,"['B. Ingram', 'J. Poeltl', 'R. Barrett', 'S. Barnes', 'J. Walter']",2.341824138522398,0.7148726317594689,0.1725554628384925,99.67592358524303
